Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU0-45242	3656791	3656740	-	EG11400 // EG11399 // EG11398	TU0-45242
TU0-45243	2147559	2147540	-	EG11222	TU0-45243
TU0-45244	1755663	1757110	+	EG10804	TU0-45244
TU0-45245	159171	159126	-	EG11374 // EG10690	TU0-45245
TU0-45246	1658003	1665120	+	G6849 // G6848 // G6847 // G6846 // G6845	TU0-45246
TU0-45247	3710581	3710475	-	EG12267	TU0-45247
TU0-45248	2310427	2310405	-	EG10037 // EG10029	TU0-45248
TU0-45249	2214840	2215597	+	EG12008	TU0-45249
TU0-4525	2823819	2823769	-	EG12080 // EG10823	TU0-4525
TU0-45250	2509447	2509426	-	EG12957	TU0-45250
TU0-45251	1741201	1742561	+	EG11531	TU0-45251
TU0-45252	787632	787595	-	EG11699	TU0-45252
TU0-45253	1329284	1330381	+	EG10956	TU0-45253
TU0-45254	122969	127619	+	EG10025 // EG10024	TU0-45254
TU0-45255	142703	142670	-	EG12319	TU0-45255
TU0-45256	2240566	2240348	-	EG10594 // EG10592 // EG10593	TU0-45256
TU0-45257	1103344	1103196	-	G6543 // G6544 // G6545 // G6546	TU0-45257
TU0-45258	3219458	3220873	+	G7596	TU0-45258
TU0-45259	1011666	1015459	+	G6492 // G6491 // G6490	TU0-45259
TU0-45260	4233722	4235407	+	EG10702	TU0-45260
TU0-45261	1340135	1341727	+	EG12691 // G6637	TU0-45261
TU0-45262	1340135	1342984	+	EG11128 // EG10809 // EG12691 // G6637	TU0-45262
TU0-45263	1862735	1863766	+	EG10367	TU0-45263
TU0-45264	179183	179153	-	EG11090 // EG12334 // EG12333	TU0-45264
TU0-45265	1037710	1041915	+	G0-10588 // EG11380 // EG11379 // EG10049	TU0-45265
TU0-45266	4158457	4159407	+	EG10681	TU0-45266
TU0-45267	3882590	3882321	-	EG10828 // EG10242	TU0-45267
TU0-45268	3667607	3667580	-	EG12243 // EG50009	TU0-45268
TU0-45269	223485	228875	+	EG30076 // EG30083 // EG30010 // EG30045 // EG30090	TU0-45269
TU0-45270	2907968	2907941	-	EG10258	TU0-45270
TU0-45271	102867	106456	+	EG10342 // EG10339 // EG10347	TU0-45271
TU0-45272	662706	662642	-	EG11591 // EG11592	TU0-45272
TU0-45273	3073823	3073691	-	EG10282 // EG10703 // EG10368	TU0-45273
TU0-45274	3073823	3073691	-	EG10703 // EG10368	TU0-45274
TU0-45275	4166367	4171962	+	EG30071 // EG30078 // EG30032 // EG30085	TU0-45275
TU0-45276	1671327	1671720	+	G6855	TU0-45276
TU0-45277	4207863	4213209	+	EG30074 // EG30081 // EG30034 // EG30088	TU0-45277
TU0-45278	2710087	2710012	-	G7347 // G7348 // EG12341 // EG11897	TU0-45278
TU0-45279	3656960	3657567	+	EG11495	TU0-45279
TU0-45280	963749	964173	+	EG10441	TU0-45280
TU0-45281	4105686	4105670	-	EG10163 // EG10020	TU0-45281
TU0-45282	2710339	2710164	-	G0-16690 // G7347 // G7348 // EG12341 // EG11897	TU0-45282
TU0-45283	1822283	1822256	-	EG10044	TU0-45283
TU0-45284	454434	454865	+	EG10125	TU0-45284
TU0-45285	458815	461242	+	EG10542	TU0-45285
TU0-45287	1196711	1196782	+	G0-8897	TU0-45287
TU0-45288	2552982	2554124	+	EG12189	TU0-45288
TU0-45289	2552952	2554124	+	EG12189	TU0-45289
TU0-45291	3888730	3891483	+	EG11006 // EG11005	TU0-45291
TU0-4545	792177	792055	-	EG11698 // EG10363 // EG10366 // EG10362	TU0-4545
TU0-4562	4349091	4348744	-	EG10357 // EG10006	TU0-4562
TU0-4604	1942634	1944199	+	EG12368 // G7018	TU0-4604
TU0-4623	3606422	3608649	+	EG12215	TU0-4623
TU0-4624	605453	605424	-	EG50005	TU0-4624
TU0-4642	1942661	1942583	-	G7017	TU0-4642
TU0-4681	4494597	4495186	+	EG12152	TU0-4681
TU0-4682	4494435	4494406	-	G7891 // EG12539 // G7892 // G7893	TU0-4682
TU0-4701	366358	366305	-	EG10524 // EG10526 // EG10527	TU0-4701
TU0-4702	366365	366305	-	EG10524 // EG10526 // EG10527	TU0-4702
TU0-4703	366377	366305	-	EG10524 // EG10526 // EG10527	TU0-4703
TU0-4742	1020187	1020053	-	EG10669	TU0-4742
TU0-4761	2924524	2924524	-	G0-8785	TU0-4761
TU0-4782	2535610	2536380	+	EG10165	TU0-4782
TU0-4783	4462838	4462660	-	G812 // EG11417	TU0-4783
TU0-4786	2535480	2536380	+	EG10165	TU0-4786
TU0-4802	3906697	3906634	-	EG10114 // EG10115 // EG10116	TU0-4802
TU0-4822	4051036	4051281	+	G0-8874	TU0-4822
TU0-4823	2790912	2795653	+	EG11330 // EG10361 // EG11329	TU0-4823
TU0-4881	3575721	3578726	-	EG12631 // EG12629 // EG12630	TU0-4881
TU0-4901	3658242	3659082	+	G0-16680 // EG11544	TU0-4901
TU0-4903	3656960	3657567	+	EG11495	TU0-4903
TU0-4904	1862618	1864734	+	G6966 // EG10367	TU0-4904
TU0-4905	1862735	1863766	+	EG10367	TU0-4905
TU0-4906	1862597	1863766	+	EG10367	TU0-4906
TU0-4907	1862526	1863766	+	EG10367	TU0-4907
TU0-4924	4491182	4491139	-	G7891	TU0-4924
TU0-4927	3546449	3547875	+	EG12380	TU0-4927
TU0-4928	3546446	3547875	+	EG12380	TU0-4928
TU0-4929	699222	699177	-	EG10092	TU0-4929
TU0-4931	458815	461242	+	EG10542	TU0-4931
TU0-4961	4551334	4551296	-	EG12563	TU0-4961
TU0-4981	3544667	3546199	+	G7748 // G7747	TU0-4981
TU0-5	1147577	1151404	+	EG11318 // EG11317 // EG10277 // EG11437	TU0-5
TU0-5001	3866981	3866897	-	EG11535	TU0-5001
TU0-5003	4370616	4372671	+	EG10599 // EG10600	TU0-5003
TU0-5021	3244857	3244741	-	EG12734 // G81	TU0-5021
TU0-5041	4554458	4555349	+	EG20249	TU0-5041
TU0-5061	4214159	4215209	+	EG10581	TU0-5061
TU0-5062	4213680	4214123	-	EG11207	TU0-5062
TU0-5081	1696152	1696071	-	G6866 // EG11658 // EG11055	TU0-5081
TU0-5082	1697075	1697052	-	G6867	TU0-5082
TU0-5101	2101324	2101268	-	EG10411	TU0-5101
TU0-5121	3473685	3473514	-	EG11036 // EG10360	TU0-5121
TU0-5162	4419927	4424386	+	G7860 // G7859 // G7858 // EG12495 // EG12494 // G7856	TU0-5162
TU0-5163	4419675	4419625	-	G7855	TU0-5163
TU0-5182	2437884	2437851	-	EG10216 // EG10454 // EG11059 // G0-9461	TU0-5182
TU0-5183	2436890	2436649	-	EG10216 // EG10454 // EG11059	TU0-5183
TU0-5184	2437912	2438945	+	EG10229	TU0-5184
TU0-5186	52588	52430	-	EG10048 // EG10047 // EG10523	TU0-5186
TU0-5201	50380	53416	-	EG10048 // EG10047 // EG10523 // EG10691	TU0-5201
TU0-5202	52034	51606	-	EG10048 // EG10047	TU0-5202
TU0-5221	51609	53416	-	EG10523 // EG10691	TU0-5221
TU0-5261	2291358	2297644	-	EG12052 // EG12053 // EG12054 // EG12055 // EG12169 // EG12057 // EG12058 // EG12059	TU0-5261
TU0-5321	2460511	2460469	-	G7212 // G7213	TU0-5321
TU0-5322	1779617	1784677	+	EG12357 // G6923 // G6922 // G6921 // G6920	TU0-5322
TU0-5341	2219523	2219481	-	EG12009 // EG12010 // EG12011 // EG12012	TU0-5341
TU0-5402	422495	424553	+	EG10565	TU0-5402
TU0-5421	500051	499973	-	EG11101	TU0-5421
TU0-5481	1658003	1665120	+	G6849 // G6848 // G6847 // G6846 // G6845	TU0-5481
TU0-5501	3318562	3319980	+	EG10068	TU0-5501
TU0-5522	3812577	3812559	-	EG10329 // EG10891 // EG10886 // EG11312	TU0-5522
TU0-5523	3811175	3811152	-	EG10329	TU0-5523
TU0-5543	3811995	3811674	-	EG10329 // EG10891 // EG10886	TU0-5543
TU0-5561	3102988	3106970	+	EG10664 // G7533 // G7532 // EG10627	TU0-5561
TU0-5562	3102911	3106970	+	EG10664 // G7533 // G7532 // EG10627	TU0-5562
TU0-5564	3103993	3106970	+	EG10664 // G7533 // G7532	TU0-5564
TU0-5567	3102988	3104368	+	G7532 // EG10627	TU0-5567
TU0-5568	3102988	3105512	+	G7533 // G7532 // EG10627	TU0-5568
TU0-5569	3103993	3104368	+	G7532	TU0-5569
TU0-5581	3103993	3105512	+	G7533 // G7532	TU0-5581
TU0-5601	3812577	3812559	-	EG10891 // EG10886 // EG11312	TU0-5601
TU0-5621	3353049	3353025	-	EG10062	TU0-5621
TU0-5661	4576912	4579337	-	EG10575 // EG10574	TU0-5661
TU0-5682	3658345	3663527	+	G0-16680 // EG12241 // EG12240 // EG11544	TU0-5682
TU0-5741	4262816	4263082	+	G0-16700 // EG11933	TU0-5741
TU0-5761	3664864	3664969	+	G0-8914	TU0-5761
TU0-5781	3102911	3104368	+	G7532 // EG10627	TU0-5781
TU0-5782	3102911	3105512	+	G7533 // G7532 // EG10627	TU0-5782
TU0-5843	2373648	2376819	-	EG12437 // EG11532 // EG11368	TU0-5843
TU0-5881	4018855	4021866	+	EG11476 // EG11474 // EG11473	TU0-5881
TU0-5901	4058222	4058034	-	EG10383	TU0-5901
TU0-5903	4058107	4058034	-	EG10383	TU0-5903
TU0-5961	4124509	4124456	-	EG10200	TU0-5961
TU0-5964	957595	958741	+	EG10946	TU0-5964
TU0-5981	3592378	3592325	-	EG11050 // EG11048 // EG11049 // EG11046 // EG11047	TU0-5981
TU0-5982	3592426	3592325	-	EG11050 // EG11048 // EG11049 // EG11046 // EG11047	TU0-5982
TU0-6	3497793	3499201	+	EG10188	TU0-6
TU0-6003	3867544	3868060	+	EG11712	TU0-6003
TU0-6021	4368432	4368327	-	EG11225 // EG10095	TU0-6021
TU0-6042	622258	623550	+	EG11104	TU0-6042
TU0-6043	622253	623550	+	EG11104	TU0-6043
TU0-6184	2942696	2942901	+	G0-8867	TU0-6184
TU0-6223	3318297	3318289	-	EG10743 // EG10914 // EG11177 // EG11178 // EG10505 // EG10665 // EG11179 // EG30061	TU0-6223
TU0-6241	3853337	3853689	+	G0-9962	TU0-6241
TU0-6281	4163399	4166285	+	EG11204 // EG10126	TU0-6281
TU0-6301	833073	836210	+	EG11580 // EG11357	TU0-6301
TU0-6361	3296349	3296984	+	G7644	TU0-6361
TU0-6362	4439286	4439262	-	G7871	TU0-6362
TU0-6363	815739	816647	-	G6402	TU0-6363
TU0-6401	49799	50302	+	EG10326	TU0-6401
TU0-6403	28343	29272	+	EG10206	TU0-6403
TU0-6404	2248560	2248532	-	EG11337	TU0-6404
TU0-6405	4483927	4483837	-	EG11067	TU0-6405
TU0-6407	1341870	1342984	+	EG11128 // EG10809	TU0-6407
TU0-6408	1806351	1807299	+	EG10700	TU0-6408
TU0-6409	2520730	2520672	-	EG10407	TU0-6409
TU0-6422	2055031	2056515	+	EG10039	TU0-6422
TU0-6423	1498743	1499477	+	EG10853	TU0-6423
TU0-6425	1688551	1689751	+	EG10566	TU0-6425
TU0-6428	2909797	2909666	-	EG10258 // EG10810	TU0-6428
TU0-6441	2822090	2822011	-	EG10034	TU0-6441
TU0-6442	255776	255716	-	EG10695	TU0-6442
TU0-6443	185977	185947	-	EG10207	TU0-6443
TU0-6444	4233722	4235407	+	EG10702	TU0-6444
TU0-6481	497139	497819	+	EG10032	TU0-6481
TU0-6482	985743	985709	-	EG10096	TU0-6482
TU0-6483	2600437	2600948	+	EG10108	TU0-6483
TU0-6484	4377745	4377722	-	G7837	TU0-6484
TU0-6485	4109907	4110730	+	EG10138	TU0-6485
TU0-6486	922676	922590	-	EG11111	TU0-6486
TU0-6501	3782681	3782562	-	EG10187	TU0-6501
TU0-6503	2599879	2600478	+	EG11149	TU0-6503
TU0-6504	706060	707978	+	EG10390	TU0-6504
TU0-6505	4051943	4053418	+	EG11836	TU0-6505
TU0-6506	2640642	2640575	-	EG10453	TU0-6506
TU0-6507	1813814	1816282	+	EG10509	TU0-6507
TU0-6508	367538	367510	-	EG10525	TU0-6508
TU0-6509	1757383	1757657	+	EG10544	TU0-6509
TU0-6510	4153190	4153098	-	EG10756	TU0-6510
TU0-6511	3960647	3962698	+	EG10837	TU0-6511
TU0-6512	4178354	4189613	+	EG10895 // EG10894 // EG10873 // EG10871 // EG10864 // EG10872	TU0-6512
TU0-6513	2082728	2084183	+	EG10926	TU0-6513
TU0-6514	4624856	4627294	+	EG11296 // EG10945	TU0-6514
TU0-6515	2716738	2717443	+	EG11058	TU0-6515
TU0-6550	2520776	2520672	-	EG10407	TU0-6550
TU0-6551	2520784	2520672	-	EG10407	TU0-6551
TU0-6552	4233539	4233233	-	EG10550	TU0-6552
TU0-6553	4233616	4233233	-	EG10550	TU0-6553
TU0-6554	3490851	3490829	-	EG10682	TU0-6554
TU0-6556	255809	255716	-	EG10695	TU0-6556
TU0-6557	2909717	2909666	-	EG10258 // EG10810	TU0-6557
TU0-6559	1994879	1994706	-	EG11063	TU0-6559
TU0-6562	218837	218775	-	EG10770	TU0-6562
TU0-6563	4274080	4274661	+	EG10976	TU0-6563
TU0-6564	4274092	4274661	+	EG10976	TU0-6564
TU0-6569	3100790	3100728	-	EG10046	TU0-6569
TU0-6581	3278866	3281625	+	EG12766 // G7633 // G7632 // G7631	TU0-6581
TU0-6582	3278703	3278665	-	G7630	TU0-6582
TU0-6583	3281889	3287025	+	G7636 // G7635 // EG12770 // EG12769 // EG12768 // G7634	TU0-6583
TU0-6621	461838	463786	+	G6242	TU0-6621
TU0-6622	461819	463786	+	G6242	TU0-6622
TU0-6623	519949	519765	-	G6269 // EG11542	TU0-6623
TU0-6625	3083946	3083797	-	EG10960	TU0-6625
TU0-6626	1799301	1799270	-	EG10440 // EG11272 // EG10710 // EG10709	TU0-6626
TU0-6629	997563	997512	-	EG12358 // G6476 // G6477 // G6478 // G6479	TU0-6629
TU0-6630	4624799	4624789	-	EG11796 // EG10951	TU0-6630
TU0-6631	1989502	1990892	+	EG11041	TU0-6631
TU0-6634	122969	127619	+	EG10025 // EG10024	TU0-6634
TU0-6635	3922270	3922051	-	EG10100 // EG10101 // EG10104 // EG10098 // EG10105 // EG10103 // EG10102 // EG10099	TU0-6635
TU0-6636	3922134	3922051	-	EG10100 // EG10101 // EG10104 // EG10098 // EG10105 // EG10103 // EG10102 // EG10099	TU0-6636
TU0-6646	4619567	4621659	+	EG10222 // EG10220	TU0-6646
TU0-6647	235934	236798	+	EG10243	TU0-6647
TU0-6648	236017	236798	+	EG10243	TU0-6648
TU0-6649	848198	848004	-	EG10389 // EG10388 // EG10386	TU0-6649
TU0-6650	2093360	2097225	+	EG10451 // EG10448 // EG10444 // EG10450 // EG10445	TU0-6650
TU0-6651	3955235	3957123	+	EG10493	TU0-6651
TU0-6652	700352	700326	-	EG10634	TU0-6652
TU0-6653	2737579	2738940	+	EG10707 // EG11271	TU0-6653
TU0-6654	3311326	3311168	-	EG10743	TU0-6654
TU0-6657	1799763	1799749	-	EG10881	TU0-6657
TU0-6660	3311786	3311684	-	EG10743 // EG10914	TU0-6660
TU0-6661	1946016	1945976	-	RUVB // RUVA	TU0-6661
TU0-6683	2959011	2958884	-	EG10786	TU0-6683
TU0-6685	236041	236002	-	EG10860	TU0-6685
TU0-6686	1995406	1995359	-	EG11063 // EG11140	TU0-6686
TU0-6687	4483919	4483837	-	EG11067	TU0-6687
TU0-6702	755404	758450	+	EG10932 // EG10931 // EG10934	TU0-6702
TU0-6821	629873	632091	+	EG10167	TU0-6821
TU0-6822	629864	632091	+	EG10167	TU0-6822
TU0-6823	629855	632091	+	EG10167	TU0-6823
TU0-6843	4539928	4539501	-	G7920 // G7921	TU0-6843
TU0-6861	85453	87848	+	EG10499 // EG10500	TU0-6861
TU0-6881	85420	87848	+	EG10499 // EG10500	TU0-6881
TU0-6882	85540	87848	+	EG10499 // EG10500	TU0-6882
TU0-6884	30775	34038	+	EG10135	TU0-6884
TU0-6885	3491648	3491620	-	EG10682 // EG10307 // EG12374	TU0-6885
TU0-6886	4155078	4154847	-	EG11286	TU0-6886
TU0-6921	2578588	2581639	+	EG12100 // EG11797	TU0-6921
TU0-6941	3966162	3967731	+	EG12428 // EG10845	TU0-6941
TU0-6942	2707196	2707124	-	EG10529 // EG10530	TU0-6942
TU0-6981	1638812	1638667	-	G6825	TU0-6981
TU0-6982	1641715	1641554	-	EG12203	TU0-6982
TU0-6983	1051461	1051673	+	G6511	TU0-6983
TU0-7	4591412	4593312	+	EG11034	TU0-7
TU0-7001	141279	141225	-	EG10369	TU0-7001
TU0-7002	4181063	4189613	+	EG10895 // EG10894	TU0-7002
TU0-7021	913845	913814	-	G6456 // G6457	TU0-7021
TU0-7042	2828860	2829820	+	EG10974	TU0-7042
TU0-7043	3997971	4000177	+	EG11064	TU0-7043
TU0-7044	813152	815547	+	EG11062	TU0-7044
TU0-7061	4448294	4448245	-	EG11213	TU0-7061
TU0-7081	3088255	3089678	+	EG12148	TU0-7081
TU0-7141	1556340	1556280	-	EG11508 // G6776	TU0-7141
TU0-7161	3808238	3808238	-	G0-16662 // EG11423 // EG11426 // EG11425 // EG11353 // EG11352 // EG11351 // EG11350 // EG11340 // EG11339 // EG11341	TU0-7161
TU0-7162	3808180	3808098	-	EG11423 // EG11426 // EG11425 // EG11353 // EG11352 // EG11351 // EG11350 // EG11340 // EG11339 // EG11341	TU0-7162
TU0-7163	3808516	3809817	+	EG10520	TU0-7163
TU0-7164	3808256	3809817	+	EG10520	TU0-7164
TU0-7181	3853257	3853257	-	G0-10201	TU0-7181
TU0-7182	3853192	3853257	-	G0-10201	TU0-7182
TU0-7201	2668964	2668896	-	G7331	TU0-7201
TU0-7202	2668982	2673249	+	G7336 // G7335 // G7334 // M015 // M009	TU0-7202
TU0-7221	348471	348443	-	G6195	TU0-7221
TU0-7262	817977	819747	+	EG11598 // EG11597 // EG11666 // EG11596	TU0-7262
TU0-7281	3429766	3431962	-	G7697 // EG10077 // G7698 // G7699	TU0-7281
TU0-7282	3433686	3433560	-	EG11604	TU0-7282
TU0-7301	3679419	3680348	+	EG12253	TU0-7301
TU0-7321	2512734	2512706	-	G7254	TU0-7321
TU0-7341	3059353	3059325	-	EG11443	TU0-7341
TU0-7342	2579308	2581639	+	EG12100	TU0-7342
TU0-7361	1824984	1824937	-	G6938	TU0-7361
TU0-7401	1065559	1066857	+	EG10033	TU0-7401
TU0-7421	2509461	2509426	-	EG12957	TU0-7421
TU0-7441	1291405	1292365	+	EG11319	TU0-7441
TU0-7461	2006115	2007674	+	EG11387	TU0-7461
TU0-7501	2222120	2221989	-	EG12013	TU0-7501
TU0-7521	4160802	4160790	-	EG11428	TU0-7521
TU0-7541	2483631	2487967	+	EG11610 // EG11609	TU0-7541
TU0-7561	2483641	2487967	+	EG11610 // EG11609	TU0-7561
TU0-7581	65803	65780	-	EG10747	TU0-7581
TU0-7601	532390	532933	+	G6275	TU0-7601
TU0-7602	532300	532221	-	G6274	TU0-7602
TU0-7603	533907	543033	+	G6283 // G6282 // G6281 // G6280 // G6278 // G6277 // EG11583	TU0-7603
TU0-7622	546411	546363	-	G6284 // G6285 // G6286	TU0-7622
TU0-7662	3581111	3581626	+	G7758	TU0-7662
TU0-7681	1636603	1636367	-	G6820 // G6821 // EG11634	TU0-7681
TU0-7701	4605694	4605663	-	G7949	TU0-7701
TU0-7722	1982442	1982387	-	EG11752 // EG11751	TU0-7722
TU0-7741	1586664	1586486	-	G6791	TU0-7741
TU0-7743	1582926	1583687	-	G6789	TU0-7743
TU0-7744	2168349	2168306	-	G7120 // G7122	TU0-7744
TU0-7745	2493439	2493254	-	G7237	TU0-7745
TU0-7746	2494433	2494402	-	G7234 // G7235 // G7236 // G7237 // G7238	TU0-7746
TU0-7781	3348421	3349084	+	G7667	TU0-7781
TU0-7783	578921	578893	-	G6312	TU0-7783
TU0-7784	1682138	1684183	+	EG11233 // G6864	TU0-7784
TU0-7802	1719777	1720343	+	G6881	TU0-7802
TU0-7803	1719748	1720343	+	G6881	TU0-7803
TU0-7804	4635353	4635310	-	EG11366	TU0-7804
TU0-7805	703175	702751	-	EG10632	TU0-7805
TU0-7806	174921	174882	-	EG10432	TU0-7806
TU0-7821	656526	657117	+	EG12180	TU0-7821
TU0-7822	883508	883388	-	G6439	TU0-7822
TU0-7823	585665	585633	-	EG10673	TU0-7823
TU0-7842	21210	21078	-	EG10919	TU0-7842
TU0-7844	21120	21078	-	EG10919	TU0-7844
TU0-7861	1601460	1608104	+	G6806 // G6805 // G6804 // G6803 // G6802 // G6801 // G6800	TU0-7861
TU0-7881	2153979	2164998	+	EG11618 // EG11617 // EG12136 // G7115 // G7114 // G7113	TU0-7881
TU0-7901	2239391	2239289	-	EG10594 // EG10592	TU0-7901
TU0-7962	1251003	1252985	+	G6628	TU0-7962
TU0-7981	1250944	1250838	-	EG12399 // G6626 // G6627	TU0-7981
TU0-8001	846631	846463	-	EG10389	TU0-8001
TU0-8021	2587475	2590708	+	EG10014	TU0-8021
TU0-8044	2169693	2171727	-	EG12162	TU0-8044
TU0-8061	4111524	4111507	-	EG11015	TU0-8061
TU0-8081	3072857	3072622	-	EG10282 // EG10703	TU0-8081
TU0-8082	3073823	3073691	-	EG10282 // EG10703 // EG10368	TU0-8082
TU0-8083	3072857	3072622	-	EG10703	TU0-8083
TU0-8084	1950617	1950522	-	EG10097	TU0-8084
TU0-8101	798586	799581	+	G6397	TU0-8101
TU0-8121	8191	9226	+	EG11556	TU0-8121
TU0-8143	2578570	2581639	+	EG12100 // EG11797	TU0-8143
TU0-8145	3719431	3719768	+	EG12624	TU0-8145
TU0-8146	4439511	4439793	+	G7872	TU0-8146
TU0-8147	1526011	1525980	-	G6764	TU0-8147
TU0-8148	1526020	1525980	-	G6764	TU0-8148
TU0-8149	601929	603409	+	EG10708	TU0-8149
TU0-8150	1114213	1114181	-	EG11338	TU0-8150
TU0-8161	900626	900575	-	EG11628	TU0-8161
TU0-8181	1806323	1807299	+	EG10700	TU0-8181
TU0-8182	1727801	1728244	+	G6891	TU0-8182
TU0-8201	904523	904467	-	G6450	TU0-8201
TU0-8202	3068126	3068080	-	EG11244	TU0-8202
TU0-8203	3068185	3068080	-	EG11244	TU0-8203
TU0-8221	4012884	4015314	+	EG10584	TU0-8221
TU0-8223	4012855	4012816	-	EG10591	TU0-8223
TU0-8224	4012837	4012816	-	EG10591	TU0-8224
TU0-8241	1948185	1948151	-	EG10925 // EG11137	TU0-8241
TU0-8242	1947439	1947376	-	EG10925	TU0-8242
TU0-8243	1948674	1948632	-	EG10925 // EG11137 // EG11138	TU0-8243
TU0-8244	1946144	1946853	+	EG11136	TU0-8244
TU0-8245	1946110	1946853	+	EG11136	TU0-8245
TU0-8261	1810170	1810801	+	G6933	TU0-8261
TU0-8262	3721065	3722049	+	G7777	TU0-8262
TU0-8263	3647982	3647788	-	G0-9981	TU0-8263
TU0-8264	4579917	4579840	-	G7940	TU0-8264
TU0-8265	711939	711898	-	EG11775	TU0-8265
TU0-8266	607731	607988	+	G0-9582	TU0-8266
TU0-8267	1823492	1824402	+	G6937	TU0-8267
TU0-8281	1125522	1126146	+	EG10851	TU0-8281
TU0-8301	2413470	2416891	+	EG20173 // EG10027	TU0-8301
TU0-8302	2414486	2416891	+	EG20173	TU0-8302
TU0-8321	3813852	3815090	+	EG11191 // EG10251	TU0-8321
TU0-8323	1263556	1263500	-	EG10774 // EG11294 // EG11293	TU0-8323
TU0-8324	1277821	1279348	+	G0-17088 // EG10642	TU0-8324
TU0-8325	485699	486408	+	EG12116	TU0-8325
TU0-8326	2068635	2070474	+	G7075	TU0-8326
TU0-8327	3216538	3216491	-	G7593	TU0-8327
TU0-8328	2168712	2169611	+	G7123	TU0-8328
TU0-8330	2041346	2042025	+	G7061	TU0-8330
TU0-8331	1738866	1739798	-	EG12140	TU0-8331
TU0-8332	1736121	1737290	-	G6893	TU0-8332
TU0-8334	855786	855744	-	G6422	TU0-8334
TU0-8335	2695767	2697357	+	EG11373	TU0-8335
TU0-8336	4454611	4455609	-	EG10283	TU0-8336
TU0-8337	2915057	2917813	+	EG11367	TU0-8337
TU0-8338	2905711	2906583	+	G7444	TU0-8338
TU0-8339	2904747	2905418	-	G7443	TU0-8339
TU0-8340	2013093	2013014	-	EG11346	TU0-8340
TU0-8341	3558268	3559866	+	EG12356	TU0-8341
TU0-8343	3060850	3066280	+	G7517 // G7516 // EG11445 // EG11444	TU0-8343
TU0-8344	2850627	2856416	+	EG10301 // EG10487 // EG10486 // EG10485 // EG10484 // EG10483	TU0-8344
TU0-8345	2850839	2856416	+	EG10301 // EG10487 // EG10486 // EG10485 // EG10484	TU0-8345
TU0-8346	3499835	3504783	+	G7727 // G7726 // G7724 // G7723 // EG12908	TU0-8346
TU0-8347	4351685	4351662	-	G7826 // G7827	TU0-8347
TU0-8349	920347	922293	+	G6462	TU0-8349
TU0-8350	920347	922293	+	G6462	TU0-8350
TU0-8351	1121058	1120955	-	G6557	TU0-8351
TU0-8352	1121032	1120955	-	G6557	TU0-8352
TU0-8353	1442915	1442843	-	G592	TU0-8353
TU0-8354	3692673	3692607	-	EG12258 // EG12259	TU0-8354
TU0-8355	3810343	3811152	-	EG10329	TU0-8355
TU0-8356	518490	518279	-	G6268	TU0-8356
TU0-8359	1489713	1490713	-	G8205	TU0-8359
TU0-8360	3669551	3671241	+	EG12245	TU0-8360
TU0-8361	159151	159126	-	EG11374 // EG10690	TU0-8361
TU0-8362	159195	159126	-	EG11374 // EG10690	TU0-8362
TU0-8364	1290220	1291255	+	EG12121	TU0-8364
TU0-8365	3685700	3695236	-	EG12257 // EG12258 // EG12259 // EG12260	TU0-8365
TU0-8366	3695233	3695985	-	EG12261	TU0-8366
TU0-8367	1289106	1291255	+	EG12121 // EG12120	TU0-8367
TU0-8368	2065972	2065764	-	EG12151 // EG12150 // EG13238	TU0-8368
TU0-8373	197026	208608	+	EG10238 // EG10861 // EG10546 // EG10545 // EG11284 // EG10316 // EG10455 // G6093	TU0-8373
TU0-8375	716641	716597	-	EG11778	TU0-8375
TU0-8380	1757296	1757657	+	EG10544	TU0-8380
TU0-8454	742619	746726	+	G6383 // G6382 // G6381 // G6380 // G6379	TU0-8454
TU0-8455	742798	746726	+	G6382 // G6383 // G6381 // G6380 // G6379	TU0-8455
TU0-8456	1705207	1712158	+	EG10662 // G6876 // G6875 // G6874 // G6873 // G6872 // G6871 // G6870	TU0-8456
TU0-8458	1705755	1712158	+	EG10662 // G6876 // G6875 // G6874 // G6873 // G6872 // G6871	TU0-8458
TU0-8464	4180560	4180925	+	EG10873	TU0-8464
TU0-8469	2178667	2178564	-	G7129	TU0-8469
TU0-8471	1092523	1092289	-	G6528 // G6529 // G6530 // G6531	TU0-8471
TU0-8472	2949156	2950573	+	EG10063	TU0-8472
TU0-8473	1712671	1714271	+	G6877	TU0-8473
TU0-8474	3311786	3311684	-	EG10914	TU0-8474
TU0-8475	1344638	1344609	-	G0-10591 // G6638	TU0-8475
TU0-8476	3318375	3318289	-	EG30061	TU0-8476
TU0-8477	554577	555996	+	EG10196	TU0-8477
TU0-8478	1563334	1567140	-	G6783 // G6784	TU0-8478
TU0-8479	583567	584430	+	EG10050	TU0-8479
TU0-8480	176561	176954	+	EG12332	TU0-8480
TU0-8481	3545596	3546199	+	G7748	TU0-8481
TU0-8482	1791254	1791244	-	G6924	TU0-8482
TU0-8484	2303695	2303497	-	EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068	TU0-8484
TU0-8485	4158394	4158394	-	EG31116	TU0-8485
TU0-8486	146745	146694	-	EG11747	TU0-8486
TU0-8487	2537319	2537237	-	G7259	TU0-8487
TU0-8488	4229453	4230142	-	EG11920	TU0-8488
TU0-8489	990591	993234	+	EG10696	TU0-8489
