Entry	Gene Names (ordered locus)	Entry Name	Gene Ontology IDs	InterPro	Keywords
P75960	b1120 JW1106	NPD_ECOLI	GO:0003950; GO:0005737; GO:0006476; GO:0006935; GO:0008270; GO:0034979; GO:0034983; GO:0035438; GO:0036047; GO:0036049; GO:0036054; GO:0036055; GO:0051607; GO:0061690; GO:0061697; GO:0061698; GO:0070403; GO:0160013	IPR029035;IPR003000;IPR026591;IPR027546;IPR026590;	3D-structure;Alternative promoter usage;Cytoplasm;Metal-binding;NAD;Reference proteome;Transferase;Zinc
P75990	b1163 JW1150	BLUF_ECOLI	GO:0009637; GO:0009882; GO:0043433; GO:0050660; GO:0071949	IPR036046;IPR007024;IPR001633;IPR035919;	Chromophore;FAD;Flavoprotein;Photoreceptor protein;Receptor;Reference proteome;Sensory transduction
P76008	b1192 JW1181	LDCA_ECOLI	GO:0004180; GO:0005829; GO:0006508; GO:0008236; GO:0008360; GO:0009050; GO:0009252; GO:0009254; GO:0071555; GO:0106415	IPR027461;IPR029062;IPR027478;IPR040449;IPR040921;IPR003507;	3D-structure;Carboxypeptidase;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Hydrolase;Peptidoglycan synthesis;Protease;Reference proteome;Serine protease
P76010	b1194 JW1183	YCGR_ECOLI	GO:0009425; GO:0035438; GO:0071945; GO:0071973; GO:1902201	IPR009875;IPR012349;IPR023787;IPR009926;	3D-structure;Bacterial flagellum;c-di-GMP;Nucleotide-binding;Reference proteome
P76014	b1199 JW5186	DHAL_ECOLI	GO:0000287; GO:0004371; GO:0005524; GO:0005829; GO:0006090; GO:0019563; GO:0043531; GO:0046835; GO:0047324; GO:1990234	IPR012737;IPR004007;IPR036117;	3D-structure;ATP-binding;Cytoplasm;Glycerol metabolism;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
P76015	b1200 JW5187	DHAK_ECOLI	GO:0004371; GO:0005829; GO:0006090; GO:0006974; GO:0019563; GO:0042182; GO:0042802; GO:0046365; GO:0046835; GO:0047324; GO:0061610; GO:1990234	IPR012736;IPR004006;	3D-structure;Glycerol metabolism;Kinase;Reference proteome;Transferase
P76037	b1296 JW1289	PUUP_ECOLI	GO:0005886; GO:0006865; GO:0006974; GO:0009447; GO:0015295; GO:0015489; GO:0015847; GO:0016021	IPR004841;	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
P76038	b1298 JW1291	PUUD_ECOLI	GO:0006598; GO:0009447; GO:0033969	IPR029062;IPR011697;IPR044668;	3D-structure;Direct protein sequencing;Hydrolase;Reference proteome
P76045	b1319 JW1312	OMPG_ECOLI	GO:0006811; GO:0009279; GO:0015288; GO:0015478; GO:0015481; GO:0034219; GO:0045203; GO:0046930	IPR018981;	3D-structure;Cell outer membrane;Direct protein sequencing;Ion transport;Membrane;Porin;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport
P76055	b1344 JW1338	TTCA_ECOLI	GO:0000049; GO:0000287; GO:0005524; GO:0005829; GO:0006400; GO:0016783; GO:0034227; GO:0051539	IPR014729;IPR011063;IPR012089;IPR035107;	4Fe-4S;ATP-binding;Cytoplasm;Iron;Iron-sulfur;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding
P76077	b1388 JW1383	PAAA_ECOLI	GO:0005829; GO:0010124; GO:0062077; GO:0097266	IPR012347;IPR009078;IPR011881;IPR007814;	3D-structure;NADP;Oxidoreductase;Reference proteome
P76081	b1392 JW1387	PAAE_ECOLI	GO:0005829; GO:0010124; GO:0016491; GO:0046872; GO:0050660; GO:0051537; GO:0062077	IPR036010;IPR001041;IPR006058;IPR012675;IPR008333;IPR017927;IPR001709;IPR039261;IPR001433;IPR011884;IPR017938;	2Fe-2S;Electron transport;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;NAD;Oxidoreductase;Reference proteome;Transport
P76082	b1393 JW1388	PAAF_ECOLI	GO:0004300; GO:0006635; GO:0010124; GO:0042802; GO:1902494	IPR029045;IPR018376;IPR001753;IPR014748;	3D-structure;Fatty acid metabolism;Lipid metabolism;Lyase;Reference proteome
P76084	b1396 JW1391	PAAI_ECOLI	GO:0010124; GO:0016289	IPR029069;IPR011973;IPR003736;IPR006683;	3D-structure;Hydrolase;Reference proteome
P76104	b1435 JW1431	RLHA_ECOLI	GO:0000154	IPR020988;IPR001539;	Reference proteome;rRNA processing
P76108	b1440 JW1435	YDCS_ECOLI	GO:0009290; GO:0015846; GO:0016020; GO:0016746; GO:0019808; GO:0030288; GO:0042619; GO:0055052; GO:0055085	IPR006059;IPR001188;	Acyltransferase;Periplasm;PHB biosynthesis;Reference proteome;Signal;Transferase;Transport
P76129	b1489 JW1484	DOSP_ECOLI	GO:0000287; GO:0019826; GO:0020037; GO:0070482; GO:0071111	IPR012226;IPR001633;IPR035919;IPR000160;IPR029787;IPR001610;IPR000014;IPR000700;IPR035965;IPR043128;	3D-structure;c-di-GMP;Heme;Hydrolase;Iron;Magnesium;Metal-binding;Reference proteome;Repeat;Sensory transduction;Transcription;Transcription regulation
P76149	b1525 JW5247	SAD_ECOLI	GO:0004030; GO:0004777; GO:0006527; GO:0006807; GO:0009013; GO:0009447; GO:0009450; GO:0036243	IPR016161;IPR016163;IPR016160;IPR016162;IPR015590;IPR044148;	NADP;Oxidoreductase;Reference proteome
P76193	b1678 JW1668	YNHG_ECOLI	GO:0008360; GO:0009252; GO:0016757; GO:0018104; GO:0042597; GO:0071555; GO:0071972	IPR005490;IPR041597;IPR018392;IPR036779;IPR038063;	Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Peptidoglycan synthesis;Periplasm;Reference proteome;Signal;Transferase
P76216	b1745 JW1734	ASTB_ECOLI	GO:0006527; GO:0009015; GO:0019544; GO:0019545	IPR037031;IPR007079;	3D-structure;Arginine metabolism;Hydrolase;Reference proteome;Stress response
P76236	b1785 JW1774	CDGI_ECOLI	GO:0005525; GO:0005886; GO:0016021; GO:0043709; GO:0046872; GO:0052621; GO:1902201	IPR000160;IPR033424;IPR029787;IPR043128;	Cell inner membrane;Cell membrane;GTP-binding;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
P76237	b1786 JW5291	DGCJ_ECOLI	GO:0005525; GO:0005886; GO:0016021; GO:0043709; GO:0046872; GO:0052621; GO:1902201	IPR033420;IPR000160;IPR029787;IPR043128;	Cell inner membrane;Cell membrane;GTP-binding;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
P76251	b1800 JW1789	DMLA_ECOLI	GO:0000287; GO:0003862; GO:0005737; GO:0006108; GO:0009027; GO:0046553; GO:0051287	IPR019818;IPR024084;IPR011829;	Cytoplasm;Magnesium;Manganese;Metal-binding;NAD;Oxidoreductase;Reference proteome
P76256	b1807 JW1796	TSAB_ECOLI	GO:0000408; GO:0002949; GO:0005829; GO:0008237; GO:0042802; GO:1990145	IPR043129;IPR000905;IPR022496;	3D-structure;Cytoplasm;Reference proteome;tRNA processing
P76257	b1808 JW1797	YOAA_ECOLI	GO:0003677; GO:0003678; GO:0004386; GO:0005524; GO:0006281; GO:0006301; GO:0016887; GO:0046872; GO:0051536	IPR006555;IPR045028;IPR014013;IPR006935;IPR014001;IPR027417;	ATP-binding;DNA damage;DNA repair;DNA-binding;Helicase;Hydrolase;Iron;Iron-sulfur;Metal-binding;Nucleotide-binding;Reference proteome
P76316	b1919 JW5313	DCYD_ECOLI	GO:0005829; GO:0006790; GO:0006791; GO:0010438; GO:0019148; GO:0019149; GO:0019447; GO:0030170; GO:0046416	IPR027278;IPR005966;IPR023702;IPR001926;IPR036052;	Direct protein sequencing;Lyase;Pyridoxal phosphate;Reference proteome;Stress response
P76318	b1931 JW1916	YEDK_ECOLI	GO:0003697; GO:0006508; GO:0006974; GO:0008233; GO:0009432; GO:0018142	IPR003738;IPR036590;	3D-structure;Covalent protein-DNA linkage;DNA damage;DNA-binding;Hydrolase;Protease;Reference proteome;SOS response
P76330	b1956 JW5832	DGCQ_ECOLI	GO:0005525; GO:0005886; GO:0016021; GO:0030244; GO:0043709; GO:0046872; GO:0052621; GO:1902201	IPR033416;IPR000160;IPR029787;IPR043128;	Cell inner membrane;Cell membrane;Cellulose biosynthesis;GTP-binding;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
P76334	b1963 JW1946	DRPB_ECOLI	GO:0005886; GO:0007049; GO:0016021; GO:0032153; GO:0051301	IPR046385;	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P76339	b1968 JW1951	HPRS_ECOLI	GO:0000155; GO:0000160; GO:0004672; GO:0005524; GO:0005886; GO:0005887; GO:0006974; GO:0016772; GO:0046688; GO:0046777	IPR006290;IPR003660;IPR003594;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
P76341	b1970 JW1953	HIUH_ECOLI	GO:0006144; GO:0032991; GO:0033971; GO:0042597	IPR014306;IPR023418;IPR000895;IPR023416;IPR036817;IPR023419;	3D-structure;Direct protein sequencing;Hydrolase;Periplasm;Purine metabolism;Reference proteome;Signal
P76342	b1971 JW1954	MSRP_ECOLI	GO:0006979; GO:0016672; GO:0016675; GO:0030091; GO:0030288; GO:0043546; GO:0046872; GO:1901530	IPR022867;IPR000572;IPR036374;IPR006311;	3D-structure;Direct protein sequencing;Metal-binding;Molybdenum;Oxidoreductase;Periplasm;Reference proteome;Signal
P76343	b1972 JW1955	MSRQ_ECOLI	GO:0005886; GO:0005887; GO:0009055; GO:0010181; GO:0016679; GO:0020037; GO:0030091; GO:0046872	IPR013130;IPR022837;	Cell inner membrane;Cell membrane;Electron transport;Flavoprotein;FMN;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
P76344	b1973 JW1956	ZINT_ECOLI	GO:0005829; GO:0006882; GO:0008270; GO:0030288; GO:0034224; GO:0046870; GO:0046872; GO:0070301; GO:0071276	IPR012674;IPR015304;	3D-structure;Cadmium;Cytoplasm;Direct protein sequencing;Metal-binding;Nickel;Periplasm;Reference proteome;Signal;Zinc
P76364	b2004 JW1986	CBEA_ECOLI	GO:0005737; GO:0008092; GO:0046872; GO:0051495	IPR009320;IPR038025;	3D-structure;Cytoplasm;Magnesium;Metal-binding;Reference proteome;Toxin-antitoxin system
P76387	b2060 JW2045	WZC_ECOLI	GO:0004713; GO:0005524; GO:0005886; GO:0005887; GO:0009103; GO:0009242; GO:0016887; GO:0038083; GO:0042802; GO:0045226	IPR025669;IPR005702;IPR032807;IPR003856;IPR027417;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Exopolysaccharide synthesis;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase
P76398	b2075 JW2060	MDTB_ECOLI	GO:0005886; GO:0005887; GO:0015125; GO:0015721; GO:0042908; GO:0042910; GO:0098567; GO:0140330; GO:1990281	IPR027463;IPR001036;IPR022831;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P76399	b2076 JW2061	MDTC_ECOLI	GO:0005886; GO:0005887; GO:0015125; GO:0015721; GO:0042908; GO:0042910; GO:0098567; GO:0140330; GO:1990281	IPR027463;IPR001036;IPR023931;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P76407	b2086 JW2070	YEGS_ECOLI	GO:0000287; GO:0001727; GO:0003951; GO:0005524; GO:0005737; GO:0008654	IPR017438;IPR005218;IPR001206;IPR022433;IPR016064;IPR045540;	3D-structure;ATP-binding;Cytoplasm;Kinase;Lipid biosynthesis;Lipid metabolism;Magnesium;Metal-binding;Nucleotide-binding;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase
P76422	b2103 JW2090	THID_ECOLI	GO:0005524; GO:0005829; GO:0008902; GO:0008972; GO:0009228; GO:0009229; GO:0016310	IPR045029;IPR004399;IPR013749;IPR029056;	ATP-binding;Direct protein sequencing;Kinase;Nucleotide-binding;Reference proteome;Thiamine biosynthesis;Transferase
P76440	b2146 JW2133	PRET_ECOLI	GO:0003954; GO:0004159; GO:0006208; GO:0006210; GO:0006212; GO:0016491; GO:0051536; GO:1990204	IPR028261;IPR036188;IPR023753;IPR009051;	Direct protein sequencing;NAD;Oxidoreductase;Reference proteome
P76445	b2174 JW2162	LPXT_ECOLI	GO:0005886; GO:0005887; GO:0009103; GO:0009245; GO:0016776; GO:0043165; GO:0050380	IPR032908;IPR036938;IPR000326;	Cell inner membrane;Cell membrane;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
P76458	b2221 JW2215	ATOD_ECOLI	GO:0008410; GO:0008775; GO:0046459	IPR012792;IPR004165;IPR004163;IPR037171;	3D-structure;Cytoplasm;Fatty acid metabolism;Lipid metabolism;Reference proteome;Transferase
P76459	b2222 JW2216	ATOA_ECOLI	GO:0008410; GO:0008775; GO:0046459	IPR012791;IPR004165;IPR004164;IPR037171;	3D-structure;Cytoplasm;Fatty acid metabolism;Lipid metabolism;Reference proteome;Transferase
P76469	b2245 JW2239	RHMA_ECOLI	GO:0000287; GO:0005737; GO:0016151; GO:0016832; GO:0034214; GO:0042802; GO:0106099	IPR005000;IPR023593;IPR015813;IPR040442;	3D-structure;Lyase;Magnesium;Metal-binding;Nickel;Reference proteome
P76474	b2258 JW5373	ARNF_ECOLI	GO:0005886; GO:0005887; GO:0009103; GO:0009245; GO:0010041; GO:0022857; GO:0055085; GO:1901264; GO:1901505	IPR022832;IPR000390;	Cell inner membrane;Cell membrane;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P76491	b2291 JW2288	5DNU_ECOLI	GO:0000166; GO:0002953; GO:0005737; GO:0006226; GO:0010139; GO:0042802; GO:0050340; GO:0050897	IPR003607;IPR006674;IPR022971;IPR039356;	3D-structure;Cobalt;Copper;Cytoplasm;Hydrolase;Manganese;Metal-binding;Nucleotide-binding;Reference proteome
P76503	b2342 JW2339	FADI_ECOLI	GO:0003857; GO:0003985; GO:0003988; GO:0004300; GO:0005737; GO:0005829; GO:0006635; GO:0033542; GO:0036125	IPR012806;IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;	Acyltransferase;Cytoplasm;Fatty acid metabolism;Lipid degradation;Lipid metabolism;Reference proteome;Transferase
P76535	b2428 JW2421	MURQ_ECOLI	GO:0005975; GO:0009254; GO:0016803; GO:0016835; GO:0046348; GO:0097173; GO:0097175; GO:0097367	IPR005488;IPR005486;IPR040190;IPR001347;IPR046348;	Carbohydrate metabolism;Lyase;Reference proteome
P76541	b2439 JW2432	EUTL_ECOLI	GO:0005198; GO:0008270; GO:0031469; GO:0042802; GO:0046336	IPR044870;IPR000249;IPR037233;IPR030983;IPR009193;	3D-structure;Bacterial microcompartment;Metal-binding;Reference proteome;Zinc
P76558	b2463 JW2447	MAO2_ECOLI	GO:0004471; GO:0004473; GO:0005829; GO:0006108; GO:0008948; GO:0016746; GO:0030145; GO:0051287	IPR046346;IPR015884;IPR012301;IPR037062;IPR012302;IPR045213;IPR012188;IPR036291;IPR042113;IPR042112;IPR002505;	Acetylation;Magnesium;Manganese;Metal-binding;Multifunctional enzyme;NADP;Oxidoreductase;Reference proteome
P76562	b2474 JW2459	TMCA_ECOLI	GO:0000049; GO:0002101; GO:0005524; GO:0005737; GO:0051391; GO:0051392; GO:0106226	IPR016181;IPR000182;IPR007807;IPR027417;IPR032672;IPR038321;IPR013562;IPR033442;IPR024914;	3D-structure;Acyltransferase;ATP-binding;Cytoplasm;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding
P76576	b2513 JW2497	YFGM_ECOLI	GO:0032991; GO:0044877; GO:0071575	IPR011990;IPR018704;IPR026039;	Cell inner membrane;Cell membrane;Chaperone;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P76577	b2519 JW2503	PBPC_ECOLI	GO:0004180; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009252; GO:0016021; GO:0046677; GO:0051781; GO:0071555	IPR012338;IPR001264;IPR023346;IPR011815;IPR009647;IPR036950;IPR001460;	Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
P76594	b2584 JW2568	LYSAC_ECOLI	GO:0005524; GO:0006979; GO:0009408; GO:0018393; GO:0032991; GO:0042802; GO:0046872; GO:0052858; GO:0061733	IPR016181;IPR011761;IPR013815;IPR003781;IPR000182;IPR036291;IPR032875;IPR016102;	Acetylation;Acyltransferase;Reference proteome;Transferase
P76621	b2659 JW5427	GLAH_ECOLI	GO:0005506; GO:0008198; GO:0016706; GO:0019477; GO:0032991; GO:0042802; GO:0050498; GO:0090549; GO:0106343	IPR015038;IPR042098;	3D-structure;Dioxygenase;Direct protein sequencing;Iron;Metal-binding;Oxidoreductase;Reference proteome
P76632	b2759 JW2729	CSE2_ECOLI	GO:0003676; GO:0003677; GO:0003723; GO:0032991; GO:0051607; GO:0099048	IPR013382;IPR038287;	3D-structure;Antiviral defense;Reference proteome;RNA-binding
P76658	b3052 JW3024	HLDE_ECOLI	GO:0005524; GO:0005829; GO:0009244; GO:0016773; GO:0033785; GO:0033786; GO:0097171	IPR023030;IPR002173;IPR004821;IPR011611;IPR011913;IPR011914;IPR029056;IPR014729;	Acetylation;ATP-binding;Carbohydrate metabolism;Kinase;Lipopolysaccharide biosynthesis;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
P77044	b0349 JW0340	MHPC_ECOLI	GO:0005737; GO:0016787; GO:0018771; GO:0019380; GO:0019439; GO:0019622; GO:0042803; GO:0052823	IPR029058;IPR000073;IPR000639;IPR023791;	3D-structure;Aromatic hydrocarbons catabolism;Direct protein sequencing;Hydrolase;Reference proteome
P77150	b1636 JW1628	PDXY_ECOLI	GO:0000287; GO:0005524; GO:0005829; GO:0008478; GO:0009443; GO:0016310; GO:0042802; GO:0042817; GO:0042819	IPR013749;IPR004625;IPR023685;IPR029056;	3D-structure;ATP-binding;Kinase;Magnesium;Nucleotide-binding;Reference proteome;Transferase
P77165	b0286 JW0280	PAOA_ECOLI	GO:0016903; GO:0019439; GO:0042597; GO:0046872; GO:0047770; GO:0051537; GO:0110095; GO:1990204	IPR002888;IPR036884;IPR036010;IPR001041;IPR006058;IPR012675;IPR006311;	2Fe-2S;3D-structure;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Periplasm;Reference proteome;Signal
P77172	b2503 JW2488	PDEF_ECOLI	GO:0000166; GO:0005886; GO:0016021; GO:0070301; GO:0071111; GO:0071454; GO:1900190	IPR001633;IPR035919;IPR000160;IPR007895;	c-di-GMP;Cell inner membrane;Cell membrane;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix
P77173	b2412 JW2404	ZIPA_ECOLI	GO:0000917; GO:0005886; GO:0005887; GO:0032153; GO:0043093; GO:0051301; GO:1990586	IPR011919;IPR007449;IPR036765;	3D-structure;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P77182	b2324 JW5380	MNMC_ECOLI	GO:0002098; GO:0004808; GO:0005737; GO:0016491; GO:0016645; GO:0030488; GO:0071949	IPR006076;IPR036188;IPR008471;IPR029063;IPR023032;IPR017610;	3D-structure;Cytoplasm;FAD;Flavoprotein;Methyltransferase;Multifunctional enzyme;Oxidoreductase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
P77202	b0604 JW0597	DSBG_ECOLI	GO:0003756; GO:0030288; GO:0061077	IPR033954;IPR009094;IPR012336;IPR036249;	3D-structure;Chaperone;Direct protein sequencing;Disulfide bond;Periplasm;Redox-active center;Reference proteome;Signal
P77211	b0572 JW0561	CUSC_ECOLI	GO:0009279; GO:0009636; GO:0010272; GO:0015288; GO:0015562; GO:0018345; GO:0019992; GO:0035434; GO:0046688; GO:0046930; GO:0060003; GO:0070207; GO:1902601	IPR003423;IPR010131;	3D-structure;Cell outer membrane;Ion transport;Lipoprotein;Membrane;Palmitate;Porin;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport
P77214	b0573 JW0562	CUSF_ECOLI	GO:0005507; GO:0009636; GO:0010043; GO:0010272; GO:0016530; GO:0016531; GO:0030288; GO:0035434; GO:0042597; GO:0046688; GO:0046914; GO:0060003; GO:1902601	IPR021647;IPR042230;	3D-structure;Copper;Direct protein sequencing;Metal-binding;Periplasm;Reference proteome;Signal
P77215	b2247 JW2241	RHMD_ECOLI	GO:0000287; GO:0009063; GO:0016052; GO:0016836; GO:0042802; GO:0050032	IPR036849;IPR029017;IPR029065;IPR023444;IPR018110;IPR013342;IPR013341;	3D-structure;Lyase;Magnesium;Metal-binding;Reference proteome
P77218	b2458 JW2442	EUTD_ECOLI	GO:0005737; GO:0008959; GO:0009408; GO:0046336	IPR012147;IPR004614;IPR042113;IPR042112;IPR002505;	3D-structure;Acyltransferase;Cytoplasm;Reference proteome;Transferase
P77239	b0574 JW0563	CUSB_ECOLI	GO:0005507; GO:0006878; GO:0009636; GO:0010272; GO:0010273; GO:0015679; GO:0016020; GO:0022857; GO:0030288; GO:0030313; GO:0035434; GO:0046688; GO:0046914; GO:0055085; GO:0060003; GO:1902601	IPR043602;IPR032317;IPR045800;IPR006143;	3D-structure;Copper;Copper transport;Ion transport;Reference proteome;Signal;Transport
P77243	b0334 JW0325	PRPD_ECOLI	GO:0003994; GO:0006099; GO:0019679; GO:0047547; GO:0047780; GO:0051537	IPR012705;IPR036148;IPR042183;IPR042188;IPR005656;IPR045337;IPR045336;	3D-structure;Direct protein sequencing;Lyase;Reference proteome;Tricarboxylic acid cycle
P77247	b1727 JW1716	HXPB_ECOLI	GO:0000287; GO:0003850; GO:0004346; GO:0005829; GO:0005975; GO:0016791; GO:0046872; GO:0050084; GO:0050286; GO:0050308	IPR036412;IPR006439;IPR041492;IPR023214;IPR023198;	3D-structure;Carbohydrate metabolism;Cobalt;Hydrolase;Magnesium;Manganese;Metal-binding;Reference proteome;Zinc
P77256	b1771 JW1760	AKRMG_ECOLI	GO:0005829; GO:0019170; GO:0103030	IPR020471;IPR023210;IPR036812;	NAD;Oxidoreductase;Reference proteome
P77258	b1650 JW1642	NEMA_ECOLI	GO:0005829; GO:0006805; GO:0008748; GO:0010181; GO:0018937; GO:0034567; GO:0046256; GO:0046857	IPR013785;IPR001155;IPR045247;	Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome
P77272	b2429 JW2422	PTYBC_ECOLI	GO:0005886; GO:0005887; GO:0008982; GO:0009401; GO:0016020; GO:0016301; GO:0016310; GO:0034219; GO:0090563; GO:0090588	IPR036878;IPR018113;IPR003352;IPR013013;IPR001996;	Cell inner membrane;Cell membrane;Kinase;Membrane;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport
